,dBA
69025,31.9
69026,60.3
69027,65.3
69028,44.7
69029,47.4
69030,31.9
69031,58.7
69032,66.8
69033,51.9
69034,48.4
69035,32.0
69036,61.2
69037,69.6
69038,52.7
69039,49.4
69040,31.9
69041,58.6
69042,68.3
69043,45.3
69044,46.7
69045,32.1
69046,59.0
69047,62.7
69048,44.6
69049,48.8
69050,31.9
69051,59.0
69052,58.5
69053,52.2
69054,49.0
69055,31.9
69056,58.6
69057,69.4
69058,55.9
69059,49.1
69060,32.0
69061,61.1
69062,61.5
69063,44.9
69064,45.5
69065,31.9
69066,58.5
69067,66.2
69068,50.5
69069,49.6
69070,31.9
69071,57.6
69072,64.5
69073,45.4
69074,51.2
69075,31.9
69076,57.7
69077,66.7
69078,50.1
69079,50.4
69080,31.9
69081,57.8
69082,69.8
69083,45.3
69084,49.5
69085,31.9
69086,58.0
69087,66.0
69088,49.4
69089,54.0
69090,31.9
69091,60.8
69092,67.0
69093,55.8
69094,48.9
69095,31.9
69096,58.1
69097,64.3
69098,51.3
69099,50.6
69100,31.9
69101,57.7
69102,68.0
69103,54.2
69104,46.8
69105,32.0
69106,57.4
69107,66.9
69108,46.4
69109,44.5
69110,32.0
69111,57.4
69112,57.8
69113,54.4
69114,50.3
69115,32.0
69116,57.3
69117,61.0
69118,50.0
69119,51.4
69120,31.9
69121,57.2
69122,59.6
69123,53.6
69124,49.4
69125,31.9
69126,57.1
69127,62.0
69128,54.0
69129,48.6
69130,31.7
69131,57.3
69132,63.3
69133,47.0
69134,53.6
69135,31.6
69136,57.1
69137,69.6
69138,44.6
69139,50.6
69140,31.8
69141,57.4
69142,53.3
69143,44.7
69144,49.0
69145,31.6
69146,57.0
69147,69.4
69148,48.2
69149,46.2
69150,32.0
69151,57.0
69152,65.8
69153,47.5
69154,51.8
69155,31.7
69156,57.0
69157,66.4
69158,44.4
69159,48.5
69160,31.7
69161,57.2
69162,71.8
69163,45.9
69164,51.5
69165,31.6
69166,57.1
69167,64.2
69168,46.5
69169,52.7
69170,31.7
69171,57.0
69172,60.0
69173,46.6
69174,52.7
69175,31.7
69176,57.2
69177,66.2
69178,49.2
69179,50.2
69180,31.6
69181,57.4
69182,69.8
69183,44.7
69184,50.7
69185,31.6
69186,57.1
69187,62.7
69188,44.8
69189,48.9
69190,31.6
69191,57.1
69192,61.9
69193,44.5
69194,46.7
69195,31.6
69196,57.2
69197,68.1
69198,46.5
69199,49.5
69200,31.7
69201,57.2
69202,67.2
69203,44.2
69204,48.8
69205,31.6
69206,57.0
69207,71.8
69208,48.1
69209,47.6
69210,31.7
69211,56.9
69212,64.3
69213,52.5
69214,47.1
69215,31.6
69216,57.1
69217,70.8
69218,44.1
69219,49.8
69220,31.6
69221,57.4
69222,64.9
69223,44.0
69224,48.3
69225,31.7
69226,57.2
69227,71.5
69228,44.4
69229,49.2
69230,32.9
69231,57.4
69232,65.7
69233,50.4
69234,52.4
69235,32.2
69236,57.5
69237,69.3
69238,44.6
69239,51.7
69240,31.8
69241,57.5
69242,63.7
69243,48.5
69244,53.4
69245,31.6
69246,57.3
69247,68.1
69248,51.9
69249,49.6
69250,32.0
69251,57.2
69252,68.6
69253,50.2
69254,52.5
69255,31.7
69256,57.1
69257,65.4
69258,45.7
69259,49.9
69260,31.6
69261,57.3
69262,67.1
69263,46.3
69264,48.9
69265,32.0
69266,57.1
69267,73.3
69268,51.6
69269,46.9
69270,32.1
69271,57.4
69272,67.3
69273,44.8
69274,50.7
69275,32.1
69276,57.2
69277,64.4
69278,63.5
69279,51.9
69280,32.2
69281,58.0
69282,60.9
69283,64.8
69284,50.0
69285,32.3
69286,58.1
69287,70.3
69288,65.8
69289,51.8
69290,32.4
69291,57.9
69292,62.6
69293,65.3
69294,53.1
69295,32.4
69296,57.6
69297,67.4
69298,65.8
69299,53.4
69300,32.5
69301,57.2
69302,61.8
69303,52.3
69304,52.0
69305,32.4
69306,57.4
69307,64.6
69308,49.2
69309,54.3
69310,32.6
69311,57.7
69312,57.0
69313,48.6
69314,49.1
69315,32.4
69316,57.7
69317,68.7
69318,51.8
69319,49.4
69320,32.6
69321,57.6
69322,66.2
69323,48.7
69324,47.2
69325,32.5
69326,57.4
69327,64.9
69328,50.6
69329,52.2
69330,33.0
69331,58.0
69332,73.4
69333,53.9
69334,52.8
69335,32.8
69336,57.3
69337,67.3
69338,45.7
69339,52.7
69340,33.2
69341,57.4
69342,71.4
69343,46.0
69344,50.5
69345,32.5
69346,57.3
69347,69.8
69348,50.1
69349,50.1
69350,32.7
69351,57.0
69352,62.7
69353,44.6
69354,46.8
69355,32.8
69356,57.3
69357,71.4
69358,45.2
69359,49.8
69360,32.8
69361,57.3
69362,61.0
69363,44.4
69364,51.4
69365,33.1
69366,57.3
69367,60.4
69368,46.9
69369,49.8
69370,32.0
69371,57.1
69372,71.6
69373,48.6
69374,51.1
69375,31.9
69376,57.1
69377,65.1
69378,45.7
69379,49.7
69380,32.1
69381,57.0
69382,66.7
69383,47.3
69384,47.5
69385,32.5
69386,57.0
69387,64.2
69388,51.7
69389,47.8
69390,31.9
69391,57.1
69392,71.8
69393,56.0
69394,50.9
69395,31.9
69396,57.4
69397,72.5
69398,45.5
69399,48.4
69400,32.0
69401,59.8
69402,69.8
69403,49.2
69404,49.6
69405,32.5
69406,61.0
69407,71.1
69408,47.9
69409,48.8
69410,32.2
69411,58.1
69412,66.1
69413,47.9
69414,48.1
69415,33.0
69416,57.8
69417,72.8
69418,45.7
69419,48.3
69420,33.0
69421,58.7
69422,67.7
69423,59.6
69424,50.8
69425,33.0
69426,57.8
69427,55.3
69428,56.6
69429,49.6
69430,32.3
69431,57.6
69432,67.0
69433,51.7
69434,51.4
69435,32.1
69436,57.2
69437,70.1
69438,47.3
69439,48.4
69440,32.2
69441,57.4
69442,64.6
69443,48.2
69444,50.2
69445,32.9
69446,57.4
69447,62.5
69448,46.5
69449,50.6
69450,32.0
69451,57.3
69452,74.5
69453,47.7
69454,50.6
69455,32.2
69456,57.3
69457,62.3
69458,48.4
69459,51.2
69460,32.6
69461,57.4
69462,71.4
69463,47.5
69464,49.3
69465,32.9
69466,57.7
69467,74.1
69468,46.8
69469,50.8
69470,32.9
69471,57.7
69472,68.8
69473,48.9
69474,50.9
69475,32.9
69476,57.6
69477,72.1
69478,48.3
69479,49.4
69480,32.9
69481,57.5
69482,66.2
69483,52.8
69484,49.6
69485,32.9
69486,60.5
69487,66.2
69488,47.4
69489,51.7
69490,33.0
69491,59.3
69492,70.7
69493,47.2
69494,52.1
69495,32.9
69496,57.7
69497,74.3
69498,55.6
69499,51.0
69500,32.8
69501,57.8
69502,66.8
69503,48.5
69504,52.1
69505,33.0
69506,57.9
69507,71.1
69508,49.4
69509,52.2
69510,33.1
69511,57.7
69512,74.1
69513,44.7
69514,53.7
69515,32.9
69516,58.0
69517,70.5
69518,51.0
69519,53.9
69520,33.3
69521,58.2
69522,70.8
69523,46.6
69524,52.8
69525,32.9
69526,57.8
69527,69.0
69528,53.4
69529,52.9
69530,32.9
69531,57.6
69532,69.9
69533,53.7
69534,51.7
69535,33.1
69536,57.7
69537,67.8
69538,47.3
69539,51.3
69540,33.5
69541,57.9
69542,73.0
69543,48.3
69544,52.3
69545,33.3
69546,57.8
69547,67.7
69548,50.5
69549,54.6
69550,33.0
69551,57.7
69552,73.8
69553,53.9
69554,50.5
69555,33.1
69556,57.7
69557,70.8
69558,47.3
69559,55.8
69560,32.9
69561,57.7
69562,65.9
69563,52.0
69564,54.8
69565,33.3
69566,57.7
69567,73.8
69568,49.7
69569,55.6
69570,32.9
69571,57.6
69572,72.6
69573,55.9
69574,52.3
69575,32.9
69576,57.5
69577,65.6
69578,51.9
69579,53.6
69580,33.2
69581,57.3
69582,73.8
69583,54.2
69584,51.5
69585,32.8
69586,57.4
69587,71.0
69588,45.2
69589,52.5
69590,33.0
69591,57.2
69592,67.6
69593,46.3
69594,52.6
69595,33.1
69596,57.4
69597,77.0
69598,53.5
69599,51.9
69600,33.3
69601,57.3
69602,69.0
69603,57.8
69604,51.1
69605,33.0
69606,56.9
69607,73.0
69608,49.2
69609,53.1
69610,32.9
69611,57.5
69612,67.1
69613,58.2
69614,52.7
69615,33.1
69616,57.0
69617,66.9
69618,48.4
69619,52.0
69620,32.9
69621,57.2
69622,65.3
69623,54.8
69624,55.0
69625,33.2
69626,57.8
69627,74.0
69628,46.6
69629,53.7
69630,33.2
69631,57.9
69632,74.4
69633,53.5
69634,54.3
69635,32.9
69636,57.4
69637,72.6
69638,50.0
69639,53.5
69640,33.1
69641,57.2
69642,71.9
69643,56.2
69644,51.4
69645,32.9
69646,56.8
69647,74.5
69648,55.8
69649,51.9
69650,33.0
69651,58.6
69652,69.8
69653,59.8
69654,53.3
69655,32.9
69656,56.8
69657,72.8
69658,52.1
69659,53.1
69660,33.7
69661,57.7
69662,71.9
69663,49.3
69664,55.5
69665,34.8
69666,57.4
69667,74.1
69668,53.0
69669,55.4
69670,33.2
69671,57.0
69672,70.6
69673,53.6
69674,55.7
69675,33.9
69676,56.2
69677,72.6
69678,56.8
69679,56.3
69680,33.4
69681,56.7
69682,70.0
69683,62.6
69684,54.4
69685,33.2
69686,56.7
69687,73.6
69688,61.7
69689,54.3
69690,33.2
69691,56.6
69692,75.0
69693,53.8
69694,53.8
69695,32.9
69696,58.4
69697,72.1
69698,54.4
69699,55.9
69700,36.1
69701,56.6
69702,72.7
69703,47.8
69704,55.0
69705,33.2
69706,57.3
69707,73.2
69708,60.7
69709,54.9
69710,32.8
69711,61.5
69712,73.9
69713,56.3
69714,55.4
69715,32.9
69716,58.2
69717,76.1
69718,55.6
69719,56.1
69720,35.6
69721,57.6
69722,72.5
69723,58.5
69724,58.3
69725,32.8
69726,57.5
69727,72.4
69728,52.8
69729,56.0
69730,33.1
69731,58.5
69732,71.9
69733,52.3
69734,57.8
69735,33.5
69736,58.1
69737,74.2
69738,57.1
69739,57.3
69740,33.2
69741,57.4
69742,72.3
69743,59.6
69744,57.4
69745,33.2
69746,57.3
69747,76.4
69748,50.9
69749,58.4
69750,33.9
69751,57.2
69752,76.3
69753,51.6
69754,58.6
69755,32.9
69756,57.3
69757,73.9
69758,53.3
69759,59.2
69760,33.3
69761,58.7
69762,75.2
69763,48.1
69764,57.9
69765,33.7
69766,57.2
69767,78.6
69768,52.7
69769,57.8
69770,33.1
69771,57.2
69772,72.6
69773,59.2
69774,58.8
69775,34.3
69776,57.5
69777,72.9
69778,59.4
69779,57.0
69780,39.5
69781,57.5
69782,77.3
69783,59.9
69784,55.7
69785,40.3
69786,57.3
69787,74.5
69788,52.3
69789,56.9
69790,40.9
69791,57.4
69792,77.1
69793,59.6
69794,60.3
69795,41.6
69796,57.6
69797,77.3
69798,57.6
69799,59.1
69800,42.1
69801,57.8
69802,74.5
69803,57.8
69804,59.3
69805,42.5
69806,57.2
69807,69.2
69808,53.6
69809,58.8
69810,42.8
69811,57.0
69812,77.4
69813,60.3
69814,60.3
69815,43.2
69816,57.2
69817,72.3
69818,59.0
69819,59.1
69820,43.4
69821,57.0
69822,78.1
69823,56.0
69824,59.0
69825,43.4
69826,56.8
69827,74.0
69828,54.3
69829,60.2
69830,43.6
69831,57.9
69832,75.2
69833,53.5
69834,58.6
69835,43.7
69836,56.7
69837,75.3
69838,57.9
69839,57.9
69840,43.8
69841,56.6
69842,78.6
69843,57.3
69844,58.4
69845,43.8
69846,56.5
69847,73.3
69848,56.5
69849,58.0
69850,43.9
69851,56.6
69852,73.0
69853,59.4
69854,59.5
69855,44.1
69856,56.7
69857,74.7
69858,57.0
69859,57.4
69860,44.0
69861,56.6
69862,75.3
69863,56.3
69864,57.9
69865,44.2
69866,56.8
69867,71.4
69868,58.2
69869,57.1
69870,44.1
69871,56.7
69872,75.3
69873,57.5
69874,57.9
69875,44.1
69876,56.8
69877,75.2
69878,55.4
69879,57.3
69880,44.3
69881,56.9
69882,76.0
69883,54.9
69884,58.1
69885,44.1
69886,56.6
69887,75.1
69888,54.8
69889,57.7
69890,44.2
69891,56.8
69892,75.2
69893,50.1
69894,57.2
69895,44.1
69896,56.8
69897,72.9
69898,52.3
69899,56.4
69900,44.2
69901,56.9
69902,76.2
69903,53.2
69904,58.9
69905,44.1
69906,57.0
69907,71.4
69908,56.5
69909,58.3
69910,44.1
69911,57.6
69912,76.5
69913,55.2
69914,58.0
69915,44.2
69916,57.5
69917,75.2
69918,53.5
69919,58.6
69920,44.1
69921,56.7
69922,73.7
69923,55.5
69924,58.8
69925,44.2
69926,56.5
69927,74.1
69928,61.8
69929,59.4
69930,44.2
69931,56.5
69932,76.5
69933,54.8
69934,59.1
69935,44.2
69936,57.0
69937,74.2
69938,55.6
69939,58.8
69940,44.3
69941,57.1
69942,68.3
69943,64.2
69944,59.9
69945,44.2
69946,57.7
69947,77.0
69948,71.3
69949,58.6
69950,44.2
69951,65.6
69952,71.4
69953,66.2
69954,59.4
69955,44.2
69956,57.8
69957,76.6
69958,64.4
69959,58.4
69960,44.3
69961,57.5
69962,76.3
69963,54.9
69964,59.7
69965,44.3
69966,57.2
69967,72.3
69968,58.1
69969,59.0
69970,44.2
69971,57.2
69972,75.0
69973,58.0
69974,58.6
69975,44.3
69976,58.4
69977,75.4
69978,54.4
69979,58.4
69980,44.3
69981,58.0
69982,72.0
69983,54.3
69984,56.9
69985,44.2
69986,58.0
69987,71.5
69988,56.6
69989,57.0
69990,44.3
69991,58.1
69992,76.2
69993,58.5
69994,57.2
69995,44.3
69996,61.3
69997,74.8
69998,58.3
69999,57.7
70000,44.2
70001,60.6
70002,74.0
70003,60.8
70004,57.4
70005,44.2
70006,64.5
70007,74.7
70008,56.7
70009,57.7
70010,44.2
70011,58.6
70012,75.0
70013,58.3
70014,57.2
70015,44.3
70016,59.5
70017,70.8
70018,55.7
70019,57.2
70020,45.3
70021,62.4
70022,74.8
70023,54.4
70024,58.9
70025,44.3
70026,59.2
70027,73.1
70028,59.6
70029,58.2
70030,44.4
70031,59.2
70032,74.8
70033,56.3
70034,59.2
70035,45.1
70036,59.5
70037,74.4
70038,56.1
70039,59.0
70040,45.0
70041,60.3
70042,71.3
70043,58.3
70044,57.9
70045,44.4
70046,61.2
70047,71.0
70048,50.5
70049,58.9
70050,44.5
70051,61.4
70052,77.4
70053,57.7
70054,59.2
70055,44.4
70056,60.6
70057,72.7
70058,56.5
70059,57.4
70060,44.5
70061,61.2
70062,72.4
70063,53.4
70064,58.4
70065,44.4
70066,62.4
70067,75.3
70068,57.2
70069,60.2
70070,44.3
70071,61.1
70072,71.4
70073,58.9
70074,58.1
70075,44.3
70076,59.9
70077,76.6
70078,57.4
70079,59.5
70080,44.3
70081,64.0
70082,77.0
70083,61.7
70084,60.7
70085,44.3
70086,59.4
70087,73.7
70088,56.2
70089,60.0
70090,44.3
70091,58.1
70092,76.0
70093,57.0
70094,61.0
70095,44.4
70096,58.5
70097,75.5
70098,57.4
70099,61.7
70100,44.4
70101,58.6
70102,70.2
70103,56.9
70104,60.8
70105,44.3
70106,60.8
70107,76.8
70108,59.6
70109,60.2
70110,44.4
70111,58.4
70112,76.8
70113,57.3
70114,61.7
70115,44.3
70116,58.6
70117,74.7
70118,59.0
70119,60.3
70120,44.4
70121,61.7
70122,76.2
70123,59.5
70124,61.0
70125,44.5
70126,61.4
70127,76.2
70128,59.6
70129,61.1
70130,44.6
70131,61.9
70132,73.4
70133,57.1
70134,59.8
70135,44.8
70136,59.2
70137,71.4
70138,61.3
70139,59.5
70140,44.8
70141,58.0
70142,74.2
70143,59.3
70144,61.6
70145,44.8
70146,58.4
70147,73.7
70148,56.3
70149,59.1
70150,44.8
70151,58.4
70152,76.2
70153,59.6
70154,62.4
70155,44.9
70156,57.9
70157,72.2
70158,57.7
70159,61.6
70160,44.5
70161,57.7
70162,73.5
70163,55.0
70164,60.2
70165,44.4
70166,58.7
70167,76.8
70168,54.7
70169,60.9
70170,44.4
70171,58.2
70172,74.5
70173,57.0
70174,61.2
70175,44.4
70176,58.2
70177,72.8
70178,60.4
70179,60.5
70180,44.4
70181,57.5
70182,76.3
70183,61.4
70184,61.1
70185,44.5
70186,57.2
70187,76.7
70188,60.8
70189,61.5
70190,49.0
70191,57.3
70192,68.8
70193,59.6
70194,59.6
70195,49.3
70196,57.2
70197,75.1
70198,60.4
70199,61.9
70200,44.9
70201,56.9
70202,75.4
70203,58.3
70204,61.8
70205,44.9
70206,57.4
70207,75.6
70208,58.6
70209,61.1
70210,48.0
70211,57.2
70212,76.6
70213,60.9
70214,61.9
70215,44.9
70216,58.3
70217,74.5
70218,63.7
70219,61.9
70220,44.5
70221,58.6
70222,75.5
70223,59.3
70224,61.1
70225,44.9
70226,58.2
70227,76.5
70228,56.0
70229,61.9
70230,52.4
70231,58.4
70232,77.4
70233,58.7
70234,61.0
70235,50.7
70236,58.0
70237,73.9
70238,56.7
70239,59.2
70240,44.9
70241,57.0
70242,76.5
70243,59.5
70244,60.2
70245,45.3
70246,56.8
70247,75.5
70248,59.0
70249,59.4
70250,44.8
70251,56.9
70252,73.6
70253,57.6
70254,59.5
70255,44.6
70256,58.2
70257,74.9
70258,60.4
70259,60.6
70260,44.4
70261,57.3
70262,77.4
70263,57.9
70264,62.0
70265,44.4
70266,56.9
70267,74.9
70268,57.6
70269,59.5
70270,44.6
70271,58.0
70272,73.1
70273,61.6
70274,62.2
70275,44.5
70276,57.6
70277,76.5
70278,55.6
70279,61.8
70280,44.4
70281,57.5
70282,72.9
70283,59.0
70284,59.7
70285,44.4
70286,57.3
70287,76.0
70288,59.4
70289,61.6
70290,49.8
70291,58.7
70292,74.5
70293,60.1
70294,61.8
70295,47.1
70296,57.4
70297,75.5
70298,59.8
70299,60.2
70300,48.2
70301,58.9
70302,75.6
70303,58.0
70304,61.3
70305,51.7
70306,58.0
70307,77.0
70308,58.6
70309,61.2
70310,45.0
70311,57.7
70312,73.4
70313,56.1
70314,60.2
70315,44.5
70316,56.9
70317,73.5
70318,60.6
70319,62.6
70320,51.4
70321,57.4
70322,72.7
70323,58.3
70324,60.7
70325,55.6
70326,57.3
70327,75.9
70328,58.5
70329,60.5
70330,54.6
70331,57.9
70332,77.5
70333,56.1
70334,60.1
70335,44.8
70336,57.8
70337,76.8
70338,55.8
70339,61.4
70340,45.3
70341,57.7
70342,75.3
70343,62.0
70344,59.7
70345,48.7
70346,57.4
70347,74.0
70348,61.7
70349,59.9
70350,53.5
70351,58.1
70352,77.1
70353,68.0
70354,60.7
70355,44.8
70356,57.9
70357,74.9
70358,60.1
70359,59.6
70360,44.7
70361,57.8
70362,75.3
70363,57.0
70364,60.6
70365,50.0
70366,58.3
70367,72.9
70368,72.4
70369,60.7
70370,49.2
70371,57.9
70372,70.5
70373,61.8
70374,59.9
70375,56.4
70376,58.6
70377,76.1
70378,60.9
70379,60.0
70380,55.6
70381,59.1
70382,76.1
70383,57.0
70384,60.7
70385,47.8
70386,59.3
70387,74.2
70388,62.2
70389,60.1
70390,45.0
70391,58.0
70392,75.7
70393,59.7
70394,61.6
70395,55.7
70396,58.0
70397,77.7
70398,58.5
70399,60.0
70400,47.7
70401,58.8
70402,75.3
70403,58.7
70404,60.7
70405,57.9
70406,58.9
70407,76.2
70408,56.2
70409,61.1
70410,52.8
70411,59.1
70412,75.3
70413,60.2
70414,59.7
70415,55.3
70416,60.1
70417,72.6
70418,58.0
70419,59.9
70420,51.5
70421,60.3
70422,75.3
70423,61.4
70424,61.6
70425,49.5
70426,65.1
70427,76.0
70428,60.8
70429,61.9
70430,51.6
70431,60.5
70432,73.4
70433,59.1
70434,60.6
70435,51.3
70436,62.3
70437,75.5
70438,60.8
70439,59.5
70440,51.1
70441,60.5
70442,76.2
70443,63.6
70444,58.7
70445,48.4
70446,61.2
70447,73.4
70448,58.0
70449,57.6
70450,48.6
70451,60.2
70452,76.0
70453,60.2
70454,59.3
70455,46.3
70456,61.1
70457,74.8
70458,63.4
70459,59.8
70460,51.7
70461,61.9
70462,73.2
70463,61.7
70464,58.1
70465,45.0
70466,62.5
70467,77.0
70468,59.3
70469,57.6
70470,50.0
70471,62.6
70472,74.8
70473,58.9
70474,60.0
70475,44.8
70476,62.3
70477,72.8
70478,60.0
70479,59.1
70480,64.6
70481,61.3
70482,72.4
70483,63.1
70484,58.6
70485,55.8
70486,60.7
70487,74.4
70488,56.6
70489,58.7
70490,51.0
70491,60.6
70492,72.3
70493,59.5
70494,57.3
70495,62.6
70496,60.1
70497,76.5
70498,59.5
70499,58.4
70500,63.1
70501,60.3
70502,77.0
70503,61.2
70504,58.5
70505,58.2
70506,60.8
70507,72.5
70508,61.9
70509,58.9
70510,55.3
70511,60.2
70512,73.9
70513,61.8
70514,58.6
70515,50.8
70516,60.5
70517,75.9
70518,64.3
70519,59.3
70520,46.9
70521,60.6
70522,74.4
70523,64.5
70524,59.5
70525,49.7
70526,61.2
70527,73.7
70528,63.5
70529,60.1
70530,54.0
70531,60.7
70532,77.8
70533,64.0
70534,60.8
70535,47.2
70536,60.9
70537,71.3
70538,64.3
70539,58.4
70540,46.2
70541,60.8
70542,76.4
70543,63.3
70544,59.1
70545,53.9
70546,60.8
70547,74.6
70548,62.6
70549,59.2
70550,49.1
70551,60.6
70552,76.0
70553,64.0
70554,59.1
70555,47.7
70556,62.2
70557,72.7
70558,64.4
70559,59.4
70560,47.4
70561,61.7
70562,76.1
70563,62.8
70564,59.6
70565,54.2
70566,66.2
70567,70.5
70568,59.9
70569,58.3
70570,55.7
70571,61.6
70572,76.6
70573,61.2
70574,59.5
70575,52.9
70576,62.0
70577,69.7
70578,60.3
70579,59.8
70580,56.5
70581,62.5
70582,74.1
70583,59.3
70584,58.8
70585,56.9
70586,62.3
70587,76.6
70588,55.1
70589,59.8
70590,57.7
70591,62.6
70592,73.1
70593,56.7
70594,59.4
70595,54.1
70596,65.8
70597,73.7
70598,57.3
70599,57.3
70600,48.4
70601,63.4
70602,76.9
70603,57.9
70604,58.7
70605,53.3
70606,62.4
70607,71.7
70608,57.4
70609,60.3
70610,52.1
70611,63.8
70612,73.7
70613,62.4
70614,57.2
70615,50.7
70616,61.9
70617,72.6
70618,58.5
70619,58.8
70620,45.9
70621,60.9
70622,78.3
70623,58.1
70624,59.0
70625,46.0
70626,59.9
70627,72.6
70628,57.0
70629,58.6
70630,45.2
70631,61.2
70632,76.1
70633,61.2
70634,59.8
70635,45.9
70636,61.5
70637,71.6
70638,61.6
70639,59.0
70640,55.4
70641,61.4
70642,73.6
70643,59.6
70644,58.2
70645,46.6
70646,61.7
70647,76.9
70648,58.6
70649,58.9
70650,52.8
70651,61.6
70652,76.3
70653,60.4
70654,59.8
70655,58.7
70656,61.0
70657,73.8
70658,60.0
70659,58.1
70660,57.3
70661,61.5
70662,72.6
70663,57.8
70664,59.0
70665,54.9
70666,61.2
70667,73.9
70668,58.3
70669,59.4
70670,55.2
70671,60.3
70672,73.9
70673,56.1
70674,58.5
70675,52.6
70676,61.3
70677,73.9
70678,63.1
70679,60.1
70680,64.2
70681,61.2
70682,74.1
70683,58.9
70684,59.9
70685,63.9
70686,60.8
70687,75.2
70688,61.4
70689,59.3
70690,62.3
70691,60.3
70692,73.5
70693,60.3
70694,60.4
70695,64.1
70696,60.7
70697,75.9
70698,58.6
70699,59.8
70700,63.2
70701,58.7
70702,70.5
70703,60.6
70704,61.6
70705,65.1
70706,57.0
70707,74.2
70708,60.1
70709,59.8
70710,69.5
70711,57.3
70712,74.3
70713,59.1
70714,59.9
70715,62.9
70716,57.2
70717,72.8
70718,59.6
70719,60.6
70720,64.9
70721,70.9
70722,75.1
70723,60.5
70724,60.9
70725,64.9
70726,57.9
70727,75.3
70728,59.6
70729,60.9
70730,58.3
70731,57.6
70732,74.5
70733,60.0
70734,61.2
70735,64.5
70736,58.3
70737,67.7
70738,57.6
70739,60.2
70740,51.5
70741,58.2
70742,76.0
70743,62.7
70744,60.9
70745,50.9
70746,57.8
70747,72.4
70748,60.4
70749,60.4
70750,55.5
70751,57.2
70752,75.3
70753,61.0
70754,61.4
70755,56.8
70756,57.3
70757,73.7
70758,58.9
70759,61.0
70760,61.0
70761,57.0
70762,74.5
70763,58.6
70764,61.6
70765,58.4
70766,57.3
70767,71.1
70768,57.2
70769,61.6
70770,59.2
70771,57.3
70772,76.6
70773,59.8
70774,61.7
70775,59.0
70776,57.6
70777,72.5
70778,59.2
70779,61.3
70780,63.3
70781,60.1
70782,74.5
70783,59.0
70784,60.8
70785,66.8
70786,57.5
70787,75.8
70788,61.7
70789,60.8
70790,65.2
70791,57.9
70792,74.2
70793,59.8
70794,58.7
70795,61.3
70796,58.1
70797,71.0
70798,59.7
70799,58.5
70800,54.0
70801,58.0
70802,73.6
70803,58.6
70804,57.8
70805,57.7
70806,57.2
70807,71.3
70808,60.7
70809,56.4
70810,57.8
70811,56.7
70812,73.6
70813,60.3
70814,57.1
70815,56.8
70816,56.6
70817,75.4
70818,57.0
70819,57.5
70820,54.0
70821,57.0
70822,69.7
70823,59.4
70824,56.8
70825,59.4
70826,56.5
70827,73.2
70828,64.0
70829,58.5
70830,51.3
70831,56.9
70832,74.1
70833,60.2
70834,58.2
70835,49.9
70836,56.9
70837,73.9
70838,65.9
70839,57.0
70840,53.8
70841,57.0
70842,71.4
70843,61.1
70844,57.6
70845,54.1
70846,57.9
70847,73.8
70848,61.4
70849,57.1
70850,54.6
70851,57.7
70852,74.5
70853,57.7
70854,56.9
70855,56.4
70856,57.6
70857,69.9
70858,54.7
70859,56.9
70860,59.4
70861,64.5
70862,74.2
70863,60.8
70864,57.6
70865,59.3
70866,58.1
70867,75.1
70868,56.9
70869,56.8
70870,63.2
70871,57.7
70872,75.9
70873,60.7
70874,57.1
70875,64.5
70876,57.8
70877,71.7
70878,60.4
70879,57.7
70880,65.4
70881,57.5
70882,71.9
70883,59.9
70884,57.0
70885,59.6
70886,57.3
70887,70.3
70888,56.9
70889,58.5
70890,58.3
70891,57.2
70892,75.8
70893,57.3
70894,58.4
70895,62.9
70896,57.1
70897,73.7
70898,62.4
70899,58.6
70900,60.1
70901,57.8
70902,72.0
70903,58.1
70904,57.3
70905,59.6
70906,57.2
70907,77.0
70908,61.3
70909,59.4
70910,48.7
70911,57.4
70912,74.8
70913,58.6
70914,57.6
70915,46.1
70916,57.4
70917,74.7
70918,58.5
70919,55.9
70920,47.8
70921,56.8
70922,77.2
70923,58.4
70924,56.9
70925,46.8
70926,57.5
70927,72.3
70928,60.9
70929,57.5
70930,50.0
70931,56.6
70932,71.1
70933,59.0
70934,58.4
70935,45.0
70936,57.0
70937,76.4
70938,61.9
70939,58.2
70940,53.4
70941,57.1
70942,75.3
70943,56.8
70944,57.8
70945,50.8
70946,57.6
70947,73.0
70948,53.6
70949,58.5
70950,47.5
70951,57.6
70952,72.9
70953,58.8
70954,58.8
70955,46.4
70956,59.3
70957,71.8
70958,58.9
70959,58.2
70960,46.6
70961,57.3
70962,67.8
70963,58.0
70964,56.9
70965,44.9
70966,57.0
70967,75.4
70968,58.9
70969,58.6
70970,45.1
70971,56.9
70972,72.5
70973,61.1
70974,58.1
70975,44.9
70976,57.1
70977,75.1
70978,58.0
70979,58.5
70980,45.5
70981,57.6
70982,74.1
70983,58.7
70984,58.4
70985,50.5
70986,58.9
70987,73.8
70988,56.1
70989,57.8
70990,54.7
70991,57.9
70992,67.5
70993,54.8
70994,56.7
70995,59.6
70996,59.6
70997,72.1
70998,58.3
70999,56.7
71000,54.6
71001,58.2
71002,76.3
71003,60.7
71004,56.8
71005,54.9
71006,58.8
71007,75.0
71008,58.8
71009,56.5
71010,60.4
71011,58.7
71012,73.6
71013,58.8
71014,56.9
71015,54.8
71016,62.0
71017,72.1
71018,55.6
71019,56.1
71020,57.8
71021,59.3
71022,74.1
71023,59.1
